case_name,alt_kft,Re_L,M_inf,alpha_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,CD_HF,CL_HF,CD_LF1,CD_LF2,CL_LF
case_8518,34.29,2269000,0.4986,-9.892,152.3,71.71,400.9,1000,731.6,261.9,70.15,57.39,51.56,35.38,0.0236272,-0.193371,0.011904685,0.011823293,-0.139302419
case_8519,16.66,43460000,0.387,-1.407,152.3,71.71,400.9,1000,731.6,261.9,70.15,57.39,51.56,35.38,0.00424971,-0.0280941,0.011904992,0.011825948,-0.139327112
case_8521,36.15,15250000,0.4139,13.87,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.048865,0.313998,0.070909171,0.065868985,1.104591208
case_8522,14.43,9774000,0.06447,-8.166,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0336059,-0.21368,0.071475785,0.070246448,1.110597459
case_8523,34.78,6499000,0.3808,-3.741,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0082665,-0.10002,0.070909171,0.065868985,1.104591208
case_8524,3.555,20640000,0.2461,18.33,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0835967,0.391217,0.070990047,0.070847196,1.105406483
case_8525,31.94,12430000,0.2228,-6.012,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0153474,-0.158418,0.070929339,0.069250896,1.104991145
case_8526,8.628,7216000,0.4668,16.73,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0871452,0.323806,0.07096643,0.069251557,1.105124287
case_8527,18.58,11050000,0.1522,6.084,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0180984,0.164419,0.070967431,0.068718798,1.10520858
case_8528,26.19,5524000,0.3187,1.234,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.00652112,0.0356631,0.07103193,0.069100305,1.105765848
case_8529,21.4,10260000,0.1165,10.07,170.9,172.9,286.1,1000,575.3,269.6,80.52,47.13,43.94,37.28,0.0324363,0.265903,0.070982487,0.069128841,1.105407279
case_8531,20.07,18470000,0.16,-6.86,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.0162234,-0.178455,0.052138207,0.0517047,0.946672764
case_8532,14.72,53740000,0.4863,-1.912,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.00438003,-0.0480559,0.051619059,0.053113603,0.941834697
case_8533,2.725,2292000,0.2994,17.07,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.074049,0.309899,0.051851125,0.049694172,0.944943946
case_8534,35.74,12000000,0.2643,7.177,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.0148163,0.204262,0.051851125,0.049694172,0.944943946
case_8535,10.85,10600000,0.09508,-7.226,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.0239349,-0.183564,0.051867262,0.050830497,0.944956724
case_8536,37.84,1769000,0.06377,12.29,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.0530345,0.307256,0.051857144,0.050569973,0.944910442
case_8537,5.225,15140000,0.3676,16.09,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.0763253,0.256476,0.051857144,0.050569973,0.944910442
case_8538,24.11,11780000,0.216,3.122,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.00998745,0.0951603,0.051830344,0.049983883,0.944568602
case_8539,17.72,54980000,0.4317,8.236,169.3,70.56,623.4,1000,569.4,206.2,81.84,59.61,48.86,30.28,0.0196275,0.216852,0.05184149,0.050828304,0.944725581
case_8542,9.714,31800000,0.2216,19.26,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.0758368,0.269641,0.024611332,0.024140502,-0.381369632
case_8543,26.8,6336000,0.3326,8.998,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.0159108,0.172571,0.024611332,0.024140502,-0.381369632
case_8544,37.44,13300000,0.4562,-9.165,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.0147709,-0.177339,0.024592909,0.024083262,-0.381317989
case_8545,20.47,18450000,0.4096,4.181,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.00609843,0.0875391,0.02459346,0.024031055,-0.381366598
case_8546,1.947,53850000,0.2524,11.78,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.0263847,0.221241,0.024593676,0.024053493,-0.38134995
case_8547,7.672,42960000,0.4407,16.87,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.0632012,0.216785,0.024595813,0.0240915,-0.381420112
case_8549,16.82,2389000,0.279,-3.621,146,89.02,329.6,1000,668.7,234.8,81.14,54.37,43,37.82,0.00909969,-0.0656027,0.024595813,0.0240915,-0.381420112
case_8550,9.131,2577000,0.07672,1.535,123.2,187.2,615.1,1000,665,251.1,71.96,58.74,57.11,27.19,0.0229999,0.0596958,0.158202175,0.164642372,1.738723631
case_8553,13.63,13540000,0.1085,-6.929,123.2,187.2,615.1,1000,665,251.1,71.96,58.74,57.11,27.19,0.024535,-0.227921,0.157916718,0.164947436,1.736630297
case_8555,28.88,32600000,0.3945,-7.268,123.2,187.2,615.1,1000,665,251.1,71.96,58.74,57.11,27.19,0.0150392,-0.259143,0.158127905,0.161223366,1.738071254
case_8556,23.42,12410000,0.2723,4.684,123.2,187.2,615.1,1000,665,251.1,71.96,58.74,57.11,27.19,0.0115697,0.175282,0.157719167,0.160128156,1.735505253
case_8558,33.23,408200,0.2096,8.982,123.2,187.2,615.1,1000,665,251.1,71.96,58.74,57.11,27.19,0.0350637,0.257364,0.157722746,0.158458948,1.735676596
case_8559,16.15,14440000,0.1754,16.49,123.2,187.2,615.1,1000,665,251.1,71.96,58.74,57.11,27.19,0.0926022,0.402834,0.15776251,0.159874403,1.73593604
case_8561,11.61,53810000,0.3778,3.735,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.00550005,0.0678324,0.056498732,0.055406443,0.948207689
case_8562,24.71,2943000,0.223,-8.449,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.0174188,-0.142234,0.056201309,0.054544101,0.946419878
case_8564,39.65,6265000,0.284,0.5285,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.00736302,0.01032,0.056178044,0.055874278,0.946120131
case_8565,13.84,941500,0.2414,18.34,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.0718256,0.262286,0.056208201,0.054525648,0.946336064
case_8566,3.349,21940000,0.1404,5.378,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.012605,0.0952325,0.056159291,0.054658036,0.945765407
case_8567,21.62,34970000,0.4616,-6.317,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.00848741,-0.111319,0.056186129,0.054345361,0.946088127
case_8568,28.12,25570000,0.4306,12.75,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.0278261,0.209748,0.056196324,0.054257989,0.946278418
case_8569,34.4,7904000,0.1024,8.587,172.7,99.06,220.7,1000,681.2,248.8,87.37,52.2,40.41,26.04,0.0224419,0.150876,0.056180565,0.054535585,0.946095525
case_8571,2.271,9930000,0.2939,6.05,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.0147601,0.184683,0.029603245,0.029105562,-0.535677735
case_8573,34.4,4847000,0.1072,2.893,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.0167238,0.0904632,0.029521089,0.028389473,-0.535473823
case_8574,38.55,13100000,0.4005,18.69,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.108016,0.315505,0.029525022,0.028415979,-0.53533413
case_8575,12.77,24210000,0.4443,-8.147,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.0159464,-0.245983,0.029532055,0.02847589,-0.535453313
case_8576,16.31,25070000,0.1951,8.497,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.020438,0.256575,0.029530846,0.028449302,-0.535075029
case_8578,22.95,478000,0.1534,-2.95,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.0162308,-0.075521,0.029524263,0.028536365,-0.535212739
case_8579,25.17,4361000,0.0533,-5.165,164.9,88.79,561.6,1000,666.6,259.9,66.29,40.49,46.52,24.48,0.0323237,-0.140358,0.029527991,0.028541486,-0.535024852
case_8580,17.13,4659000,0.06385,5.101,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0222792,0.100726,0.018921658,0.018981748,-0.269522114
case_8581,7.396,63990000,0.3759,13.87,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0398984,0.178716,0.018946009,0.018670561,-0.270685118
case_8582,32.6,23750000,0.3618,-0.5419,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.00607407,-0.0071459,0.018921658,0.018981748,-0.269522114
case_8583,9.16,22480000,0.1863,17.62,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0616765,0.242789,0.018948187,0.018654445,-0.270805443
case_8584,27.47,1317000,0.156,16.37,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0524475,0.255107,0.018949272,0.018624776,-0.270991678
case_8585,21.65,6675000,0.4761,-9.806,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0178786,-0.18317,0.018952134,0.018633811,-0.270989827
case_8586,31.69,5970000,0.3,10.95,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0216408,0.202322,0.018949308,0.018620782,-0.270964333
case_8587,38.99,6895000,0.2521,4.499,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0101074,0.0896017,0.018949308,0.018620782,-0.270964333
case_8589,15.14,4985000,0.1055,-2.711,177.4,50.65,384.4,1000,591.9,221.7,62.89,40.71,56.07,30.99,0.0128967,-0.0484156,0.018949492,0.01864014,-0.270958038
case_8590,7.223,22100000,0.2538,10.93,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.0333028,0.352805,0.131752665,0.137168422,1.510397464
case_8591,22.94,38190000,0.4773,15.7,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.0923528,0.358606,0.132073841,0.134593948,1.513243349
case_8592,37.68,6618000,0.3544,7.483,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.0194724,0.255649,0.132377646,0.133522462,1.515412523
case_8594,35.5,19460000,0.4449,-9.979,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.0277439,-0.319371,0.132280354,0.133035526,1.514552858
case_8595,15.53,1967000,0.09232,-6.736,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.0308197,-0.209235,0.132062193,0.132099895,1.512756639
case_8596,25.88,11050000,0.299,2.972,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.00926822,0.104039,0.132062193,0.132099895,1.512756639
case_8597,2.073,39370000,0.1911,19.32,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.129795,0.460066,0.132123008,0.131812005,1.513492424
case_8598,11.62,48420000,0.3883,-3.527,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.00780687,-0.115254,0.132046938,0.13219762,1.512681207
case_8599,31.5,384900,0.1109,13.93,195.5,157.6,415,1000,828.7,255.7,62.41,49.62,40.87,34.29,0.0731067,0.385466,0.132056532,0.131974045,1.513029951
case_8601,6.186,58030000,0.3769,-8.983,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0151962,-0.210625,0.062112955,0.062819515,0.989215775
case_8602,36.18,4078000,0.1553,11.04,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0281243,0.244201,0.062696342,0.061212045,0.996238705
case_8603,33.97,31750000,0.4183,-3.654,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.00534779,-0.0883324,0.062249783,0.057677537,0.990997873
case_8604,13.47,229100,0.0833,-5.192,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0309961,-0.113283,0.062354262,0.060231746,0.99232189
case_8605,27.02,23320000,0.3561,6.998,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0113885,0.187238,0.062331172,0.061605773,0.991939373
case_8606,31.37,4158000,0.112,0.7541,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0128959,0.026335,0.062275388,0.060390131,0.99147256
case_8607,9.52,23730000,0.254,18.42,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0808826,0.273056,0.062330616,0.060244545,0.991983207
case_8609,19.32,4663000,0.2914,9.127,102.8,106.8,657.6,1000,642.4,207.5,79.42,57.69,59.55,34.56,0.0200259,0.200998,0.062330616,0.060244545,0.991983207
case_8610,28.39,20850000,0.2709,18.57,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.101591,0.40585,0.01644254,0.016440123,-0.006363771
case_8611,25.6,12490000,0.3054,4.861,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.0113744,0.139007,0.016442535,0.016440232,-0.006362449
case_8612,6.468,16920000,0.376,-2.1,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.00664878,-0.057595,0.016442561,0.01644018,-0.006364854
case_8613,20.61,523000,0.05195,5.56,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.0468473,0.155201,0.016442555,0.016440133,-0.00636455
case_8615,38.9,11770000,0.1849,15.42,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.0656589,0.350393,0.016442568,0.016440121,-0.006366075
case_8617,14.04,9267000,0.1226,-5.579,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.0197077,-0.152113,0.016442573,0.016440134,-0.006366331
case_8618,3.599,24960000,0.1902,-8.526,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.0223598,-0.233144,0.016442573,0.016440155,-0.006366248
case_8619,35.87,3778000,0.3387,-0.2208,188,198.4,296.3,1000,825.4,198.7,62.31,45.89,41.66,29.73,0.0075359,-0.00382429,0.016442573,0.016440155,-0.006366248
case_8620,5.036,60180000,0.3453,5.259,151.1,97.26,588.7,1000,777.8,225.7,61.23,43.19,58.13,29.33,0.00925622,0.156731,0.059424508,0.05708834,-0.968006381
case_8621,29.1,3111000,0.1127,19.98,151.1,97.26,588.7,1000,777.8,225.7,61.23,43.19,58.13,29.33,0.111069,0.368998,0.059397095,0.057420434,-0.967727414
case_8622,16.93,7545000,0.1585,16.11,151.1,97.26,588.7,1000,777.8,225.7,61.23,43.19,58.13,29.33,0.065876,0.322265,0.059399082,0.057001591,-0.967820792
case_8623,32.49,11540000,0.2379,-1.739,151.1,97.26,588.7,1000,777.8,225.7,61.23,43.19,58.13,29.33,0.00870824,-0.03892,0.059424508,0.05708834,-0.968006381
case_8627,27.46,2557000,0.3074,-6,151.1,97.26,588.7,1000,777.8,225.7,61.23,43.19,58.13,29.33,0.0127255,-0.149733,0.059430799,0.057010421,-0.968207475
case_8628,0.538,7533000,0.07047,-9.416,151.1,97.26,588.7,1000,777.8,225.7,61.23,43.19,58.13,29.33,0.0357171,-0.231024,0.059409507,0.057323241,-0.967960109
case_8630,6.761,37150000,0.2115,15.87,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.0876007,0.363719,0.054785965,0.051163069,0.91747477
case_8631,2.005,7252000,0.3841,-8.973,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.0219971,-0.299058,0.055168474,0.05409878,0.920591777
case_8632,17.5,19720000,0.2793,11.38,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.0378614,0.34296,0.054785965,0.051163069,0.91747477
case_8634,15.91,17990000,0.4421,-4.728,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.00976407,-0.166113,0.054876672,0.053077127,0.918625736
case_8635,28.54,9823000,0.1662,18.2,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.100624,0.451971,0.054860399,0.053005228,0.918509433
case_8636,23.41,10470000,0.267,6.057,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.0173181,0.213584,0.054859563,0.053350168,0.918439175
case_8637,38.45,6291000,0.1366,-1.371,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.0145581,-0.0381577,0.054882175,0.053253009,0.918695361
case_8638,26.17,8927000,0.4713,0.2518,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.00659709,0.0185274,0.054859563,0.053350168,0.918439175
case_8639,32.98,5284000,0.07836,8.505,150.5,147.9,595.6,1000,828.1,264.6,60.59,46.54,52.64,26.35,0.0381577,0.284291,0.054872404,0.053258821,0.918662534
case_8641,4.781,69740000,0.3949,11.88,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.0393075,0.255805,0.173872435,0.177449389,1.844415151
case_8642,25.47,6274000,0.2447,-4.49,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.0106023,-0.117081,0.173903693,0.182061968,1.84458115
case_8645,1.127,44010000,0.2843,16.32,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.0794274,0.319747,0.17421819,0.177071382,1.846302183
case_8646,39.14,1990000,0.08479,-8.256,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.0309057,-0.211137,0.173935169,0.18145825,1.844140444
case_8647,16.54,22630000,0.1982,-0.985,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.00778971,-0.0236795,0.173935169,0.18145825,1.844140444
case_8648,11.24,481600,0.09863,10.9,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.042127,0.274952,0.173872976,0.177893876,1.844208975
case_8649,35.6,13110000,0.1794,17.07,169.5,156.1,317.6,1000,634.2,266,68.77,55.12,43.51,37.11,0.0824019,0.357386,0.173757573,0.178152484,1.843564048
case_8651,35.12,26770000,0.3854,-0.2905,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.00331069,-0.00226796,0.047022854,0.04766524,0.870829721
case_8653,19.04,2656000,0.07647,16.26,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.0458849,0.224496,0.04719174,0.046731543,0.873359981
case_8654,8.757,29970000,0.3517,13.81,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.0326484,0.14795,0.047201921,0.045798564,0.873418297
case_8655,39.62,4855000,0.4547,3.982,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.00679063,0.0644045,0.047211456,0.045590952,0.873649466
case_8656,23.09,3618000,0.4806,-6.622,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.0094882,-0.100639,0.047184493,0.045684978,0.873175768
case_8657,26.19,11300000,0.3012,19.35,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.0629687,0.19781,0.047206936,0.045572598,0.873518884
case_8658,6.868,23490000,0.1805,7.953,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.0122454,0.12181,0.047220888,0.045529378,0.873718644
case_8659,3.31,35980000,0.2194,8.04,115.3,85.73,296.9,1000,632.3,213.3,87.24,57.91,57.33,34.16,0.0114143,0.123485,0.047206936,0.045572598,0.873518884
case_8661,10.32,60980000,0.418,-5.107,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.00717446,-0.103424,0.155911385,0.158679415,1.735450204
case_8662,29.31,7602000,0.3454,-8.019,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.0144356,-0.155211,0.156188054,0.158422464,1.73705802
case_8663,34.82,1967000,0.1382,4.497,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.0143484,0.0879374,0.155911385,0.158679415,1.735450204
case_8665,16.71,11840000,0.1736,-1.251,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.00799054,-0.0233907,0.157805441,0.161147178,1.7469593
case_8667,36.57,22930000,0.4714,1.123,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.00362613,0.0247911,0.156172647,0.160479899,1.736860396
case_8668,0.5537,19950000,0.2557,6.543,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.0115881,0.131175,0.155778611,0.157709083,1.734465418
case_8669,13.45,25680000,0.2842,16.28,120.4,194.6,222.4,1000,828.1,204.7,61.78,51.49,58.81,27.99,0.0604394,0.251728,0.155808041,0.159117151,1.734682826
case_8671,25.81,21710000,0.4134,2.941,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.00556382,0.0485399,0.033380901,0.032083355,0.56020064
case_8672,14.79,19560000,0.2373,-8.47,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.0118778,-0.128394,0.033457239,0.033040387,0.56193881
case_8673,35.33,6413000,0.3169,-4.14,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.00718802,-0.0621778,0.033457239,0.033040387,0.56193881
case_8674,10.35,30840000,0.1821,9.897,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.0164958,0.151838,0.033408123,0.032356479,0.561476138
case_8675,17.61,41880000,0.3855,13.33,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.0310132,0.14931,0.033455237,0.032465155,0.56189393
case_8676,37.4,8333000,0.3607,-3.575,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.00641784,-0.0540318,0.033437844,0.032562249,0.561526716
case_8677,30.68,1030000,0.1871,-0.185,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.00797818,-0.00103784,0.033437844,0.032562249,0.561526716
case_8678,5.858,9540000,0.06864,16.98,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.0482536,0.240666,0.033434297,0.032483261,0.561633338
case_8679,21.34,1706000,0.09673,5.055,108.3,133.1,255.5,1000,566.4,203.1,71.81,42.73,45.67,26.78,0.0139157,0.0783975,0.033434297,0.032483261,0.561633338
case_8680,32.27,9887000,0.3091,-4.285,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0122938,-0.132087,0.019737928,0.019416882,-0.37048715
case_8681,22.63,21770000,0.216,7.973,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0206295,0.267258,0.147024914,0.150743774,1.682784541
case_8682,24.07,27930000,0.326,13.14,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.056046,0.37311,0.146957804,0.150132998,1.682403153
case_8683,36.8,4072000,0.1057,18.35,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.1045,0.475462,0.146966171,0.153600268,1.682454488
case_8684,1.93,31920000,0.4901,8.588,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0247158,0.288708,0.146966171,0.153600268,1.682454488
case_8685,12.61,8711000,0.0548,0.3345,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0285867,0.0182096,0.147024914,0.150743774,1.682784541
case_8686,17.55,20390000,0.2308,4.486,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0121092,0.157163,0.146966171,0.153600268,1.682454488
case_8687,10.55,13100000,0.3793,-3.448,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.00971071,-0.106633,0.146957804,0.150132998,1.682403153
case_8688,28.83,7303000,0.1529,-8.778,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0264183,-0.267988,0.147060176,0.149283445,1.682835858
case_8689,4.583,5361000,0.4219,14.81,136.5,129.7,594.7,1000,848.6,271.4,74.98,57.71,43.31,39.27,0.0662547,0.396093,0.146977259,0.150452729,1.682326073
case_8690,14.31,20550000,0.3508,-1.037,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.00500344,-0.0234554,0.118917405,0.121466507,1.526744615
case_8691,2.645,28170000,0.141,-6.241,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.015559,-0.160941,0.027527708,0.027105241,0.543624781
case_8692,30.63,763200,0.113,9.931,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.0322226,0.246416,0.027483137,0.027185409,0.543545365
case_8694,22.92,4066000,0.2471,18.16,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.074068,0.366135,0.027461125,0.0267705,0.543423809
case_8695,35.58,4070000,0.08927,5.536,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.0213936,0.15025,0.027441389,0.026454156,0.543177632
case_8697,36.08,17480000,0.3114,15.45,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.0652035,0.286156,0.027463562,0.026453629,0.543408727
case_8698,9.667,57910000,0.4775,13.26,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.049957,0.248824,0.02746921,0.026681423,0.543465011
case_8699,7.237,10000000,0.1968,4.878,105.4,167.4,493.3,1000,750.4,223.9,83.24,57.44,50.66,37.05,0.0132306,0.134462,0.027478834,0.026575077,0.543422777
case_8702,4.831,20320000,0.1932,13.75,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.0539022,0.333312,0.03969159,0.036935723,-0.714742148
case_8703,36.42,8012000,0.291,10.55,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.0265168,0.275943,0.039920995,0.038797597,-0.717154901
case_8704,21.34,7401000,0.4755,2.019,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.00809309,0.0669035,0.039624036,0.039689217,-0.713506683
case_8705,16.09,3664000,0.06147,-7.891,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.03461,-0.209173,0.039764652,0.037843202,-0.716046286
case_8706,34.38,24750000,0.3707,-0.7644,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.00493721,-0.0159209,0.039720507,0.037962007,-0.715331196
case_8707,28.71,23130000,0.3231,-2.485,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.00620271,-0.066668,0.039756878,0.037536306,-0.715955273
case_8708,3.488,38800000,0.264,14.1,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.0579233,0.313976,0.039756837,0.037869908,-0.715943509
case_8709,27.05,5550000,0.1785,-6.876,125.5,144.8,556,1000,741.7,240.6,62.12,50.3,54.97,39.13,0.0163187,-0.186549,0.039756837,0.037869908,-0.715943509
