model_name,Low Fidelity,High Fidelity,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle
N_S_WWS_WM_084,0.250278674217846,0.231597598169435,12.1194,-5.72543,5.88542,6.58543,-0.76,0.73,5.39813,-0.0200747,-16.0728,47.9322,-9.46416,-0.2,35.3167,0.4,56.1875,20.5667,-1.59406,44.2848,59.9544,45.2873,107.081,-44.8365,-153.417
N_S_WWS_WM_085,0.213139770663483,0.246484898212625,10.1618,-5.90353,19.9859,-16.182,-0.88,0.43,-2.65709,-4.02478,29.5708,83.4885,-5.30543,-0.1,7.88542,0.8,25.0686,-5.64847,13.0466,45.8151,36.1635,32.1505,109.008,24.2438,117.017
N_S_WWS_WM_087,0.227398023255256,0.233645170664452,-5.67476,8.51474,-6.42705,8.8656,1.97,-0.87,18.6646,-2.93264,22.5832,-69.6234,-1.98936,0.5,23.3429,0.8,-13.785,7.75658,-14.3899,2.35485,29.7169,13.2822,75.8858,23.5726,130.706
N_S_WWS_WM_088,0.207944404502131,0.227858061056478,11.3461,7.75124,19.663,11.7301,2.44,-0.9,0.993177,1.48268,2.47067,127.433,1.89421,-0.2,26.0568,0.2,-5.80491,-1.93688,20.2116,-23.2979,4.79,-5.79851,7.39161,63.7636,6.22801
N_S_WWS_WM_089,0.203361672660428,0.208163309744186,-0.0568439,-6.40049,-1.54967,-2.38679,0.44,1.99,-8.97293,5.3507,-43.4139,18.6714,3.70839,0.3,-22.8324,0.4,34.3541,1.23099,-12.6555,-10.4114,-9.33593,26.6183,46.96,38.8595,-50.0596
N_S_WWS_WM_091,0.246567287485362,0.295192567328904,13.9988,12.0024,14.7906,-3.38945,1.94,0.67,2.6472,5.826,-3.44286,-10.5869,-12.457,0,22.1952,-0.2,-12.3638,29.2967,13.0099,32.6107,-24.7455,3.57326,-59.486,41.6892,125.105
N_S_WWS_WM_092,0.251187847178468,0.258916714292359,4.19069,-4.13208,8.91708,9.83528,-1.41,1.52,-3.65586,0.62972,-13.729,-6.90594,-8.76062,0.5,-7.03606,0.5,47.1069,26.8822,-20.0274,54.7295,-49.6694,-38.582,-32.0389,-54.8688,12.3691
N_S_WWS_WM_094,0.213382761956293,0.257956518677741,11.617,9.59945,7.43494,19.4906,1.75,0.72,4.72632,-3.42787,-35.7098,-4.0376,-1.0577,0.3,26.1749,-0.2,-7.21598,3.30694,25.5184,47.9609,40.7519,-32.8962,105.055,38.6734,-0.732174
N_S_WWS_WM_095,0.20594533972189,0.233437737265781,2.14762,9.96602,2.87842,16.6507,-1.68,0.15,-3.6691,4.20915,0.160939,-0.424535,-9.8336,0.2,35.7901,0.9,42.8141,-13.6355,-25.4865,-17.4027,37.4045,-8.63785,-9.03726,78.3138,143.065
N_S_WWS_WM_096,0.210056736466385,0.204970721953488,2.32805,-7.82788,-2.47309,18.1804,-0.03,0.88,10.4821,7.01077,39.5244,78.704,2.42086,0.8,24.1073,1,31.0421,10.4971,9.78999,-0.136251,-54.0827,35.9741,-7.3669,45.6949,-15.8021
N_S_WWS_WM_099,0.222707744137657,0.253992875740864,7.55305,2.2491,-3.85085,0.0973435,-1.25,-1.01,-9.96959,-4.39533,40.1886,-87.0297,-6.76182,0.1,-5.00691,0,21.8623,8.29412,-8.75506,28.6874,-15.6898,37.3062,111.482,-25.2242,84.6768
N_S_WWS_WM_100,0.216364779987112,0.258244376960133,12.8486,13.2456,-4.49123,8.24463,-0.2,0.28,15.8699,-2.07286,-31.5369,87.476,-11.6486,0.4,-38.0618,0.3,38.2047,0.465897,-1.9729,-14.9002,128.433,3.96813,-27.8243,-35.9679,-168.493
N_S_WWS_WM_104,0.208000355953873,0.230578798993355,12.2,-4.89283,-2.09734,-4.98482,-0.6,2.28,0.64675,0.360836,37.4293,-28.8691,-11.4976,0.6,2.11806,0.7,-10.3374,23.849,-17.1686,45.3637,89.3351,6.90959,149.714,46.3363,-36.7533
N_S_WWS_WM_106,0.240788609973706,0.237429597850498,11.9958,-1.89559,0.253089,-17.5269,1.74,-1.49,1.94861,-2.36271,-30.5266,6.82413,-3.33724,0.3,3.36904,-0.1,-20.2772,-10.5186,-9.88517,2.90814,-46.5743,33.4251,-23.1748,-45.5858,-54.6862
N_S_WWS_WM_107,0.220259821995813,0.248908603112957,10.4941,11.0894,-0.557074,7.0577,-1.49,0.89,1.75878,-3.06516,47.2631,125.647,-2.37348,0.5,-3.07849,-0.3,51.9195,22.6033,12.0186,30.3321,89.1562,24.2522,117.698,-51.6693,49.3522
N_S_WWS_WM_108,0.206291637942941,0.239743432687708,3.04517,-5.69137,-7.06383,14.0516,0.29,-1.32,-0.0555584,8.83285,-4.71235,-72.4825,-10.7227,0.6,5.17136,0.2,57.6249,9.57108,-18.8282,-5.77591,-6.21026,16.8692,-8.28156,68.1095,22.6623
N_S_WWS_WM_109,0.258065618542636,0.278783741837209,-5.26863,7.4964,5.29618,-13.7415,-1.3,-1.73,-1.88508,4.88355,-4.30148,-41.1733,-6.50598,-0.1,8.21811,0.3,49.5118,-4.68787,29.2287,47.3148,-22.8674,-26.0759,15.9015,-30.3505,-164.859
N_S_WWS_WM_110,0.2149877400759,0.234443872461794,-0.826919,-3.93421,-1.01117,11.8945,1.09,0.75,8.10745,3.12041,-22.5406,49.0069,-14.6111,0.2,38.1247,0,48.5189,-13.4056,5.70773,-21.9137,-5.59761,-16.3181,125.481,80.1462,-155.603
N_S_WWS_WM_112,0.212038009255688,0.274475503408638,4.04673,13.6292,9.8183,6.98825,2.46,1.44,0.298866,1.12328,-32.0541,19.2116,-6.63254,-0.3,31.5435,0,24.9108,22.1166,-27.724,11.4857,87.5543,38.1732,61.8086,60.8052,67.1078
N_S_WWS_WM_114,0.227701728076564,0.230314120006644,-6.98766,-5.5525,11.484,3.27255,-0.37,-0.55,-3.2747,-4.943,2.98276,-18.348,-12.3482,-0.4,5.75019,0.4,28.9147,-7.30691,-8.73536,-19.9695,75.9365,-18.0685,67.696,38.4013,-159.6
N_S_WWS_WM_115,0.21369713943541,0.235447306807309,-3.95586,14.6331,-0.344584,-10.3081,-0.79,0.53,16.573,6.16749,18.1891,138.513,0.642532,0.4,31.1083,0.8,55.3732,16.504,15.0287,8.95728,20.6727,-3.70869,46.6894,57.1647,72.0461
N_S_WWS_WM_116,0.230034298143782,0.294892546212624,-6.22065,12.6457,11.3489,6.05135,2.24,-1.55,14.9213,1.90335,34.4282,-16.8432,-9.27697,0,10.5965,0.5,46.9526,5.64683,-25.3382,37.4338,25.6821,-25.1029,0.726884,28.7896,-176.385
N_S_WWS_WM_117,0.224663345677009,0.222582732166113,4.65458,0.1484,4.36947,8.1917,-1.04,1.48,-0.464017,-2.31166,-48.9644,43.4032,-7.912,0.6,8.48685,0.7,54.6697,-14.8994,-20.6482,2.19385,8.23756,30.0008,148.67,50.5422,20.9443
N_S_WWS_WM_118,0.226175194503151,0.273338151348837,1.40431,7.85211,1.06836,16.0316,-1.24,0.46,14.853,6.05978,12.6702,40.1784,-14.4971,0.1,7.35728,0.1,-18.8932,-3.1986,16.7206,26.6006,115.754,43.2338,-49.6834,19.5177,28.8173
N_S_WWS_WM_119,0.241510569412679,0.242763250524917,-4.29811,-1.24288,14.1433,-3.87111,1.33,0.24,-0.843218,6.30112,-28.3721,113.997,-8.14007,0.6,-7.25626,0.3,37.2711,29.58,28.3378,-1.01412,126.329,6.8167,67.8185,6.6592,32.3426
N_S_WWS_WM_121,0.238904102546439,0.24891545033887,-5.78927,8.01461,17.3522,17.7157,-0.45,-1.62,4.38943,5.94528,18.5933,103.552,4.04274,0.3,-7.37957,0.2,-6.85351,-1.47266,20.9208,11.7774,123.375,-35.7358,34.3398,-25.5579,-50.5797
N_S_WWS_WM_122,0.230044280600532,0.241411051784053,-6.38714,-6.83096,13.9459,5.75115,1.23,2.41,5.01704,2.566,28.4724,104.852,-6.06572,-0.3,-24.0745,-0.2,50.7174,16.3642,-11.7586,-15.4979,-44.2424,-39.097,37.1844,0.0145039,7.44808
N_S_WWS_WM_125,0.195319013810072,0.22880809982392,13.7712,-7.66466,15.1837,-11.3502,0.08,0.7,16.5415,3.99054,-45.1881,46.1676,2.72893,0.4,39.9837,0.6,-1.09996,-2.26754,-10.2644,-0.384915,-21.3935,-7.68247,23.5452,67.4999,-124.397
N_S_WWS_WM_129,0.209600402372273,0.249373895807309,9.81578,-5.17871,15.1255,3.36547,0.38,0.57,-3.08273,-2.98412,17.1012,-94.2002,-8.96833,-0.3,-35.2907,0.4,12.2701,19.9064,-19.0778,43.9546,53.412,-42.3998,135.577,62.695,56.8716
N_S_WWS_WM_130,0.232751615879185,0.289311918016611,-0.0121556,12.2774,6.09792,-19.4537,0.62,-1.56,4.64618,2.97371,34.4601,86.7495,-8.70262,-0.4,-16.7733,0,39.2812,2.73213,4.70346,39.2319,115.984,-48.757,15.3978,-13.8513,-14.8195
N_S_WWS_WM_131,0.270299702800486,0.233477777521595,-2.69047,5.30688,5.97024,5.7979,1.47,-0.63,19.8958,7.81767,-13.8924,-89.8343,-9.9309,0.6,-35.4193,0,33.0101,-10.9339,5.05688,-15.3872,37.7564,14.1695,126.505,-34.5028,-43.7585
N_S_WWS_WM_132,0.218269555706227,0.260155106249169,-2.96256,-2.99821,4.83007,0.627791,1.42,-0.76,-3.33563,2.31578,7.63545,114.866,-14.0781,-0.1,0.568472,0.2,21.1696,18.9705,22.2805,-13.9736,-57.8626,-29.7812,-48.8409,47.3205,-126.79
N_S_WWS_WM_135,0.222287130055762,0.250170187252492,3.78578,-0.50122,-3.14006,-16.3554,-0.81,0.97,6.42536,8.32206,12.0321,-27.4609,-5.51504,0.4,-31.1718,0,36.6822,7.61263,-26.1628,31.8127,68.7702,47.9533,-53.4803,2.00493,57.4909
N_S_WWS_WM_136,0.186304248828948,0.238148772405316,9.22757,12.5763,-6.07244,-12.7879,-0.35,1.9,7.9656,-2.88544,-31.0989,41.1993,-2.49146,-0.3,37.7908,-0.1,-5.93147,-14.3889,27.2864,13.926,68.2423,22.1671,32.3977,86.6918,19.3706
N_S_WWS_WM_138,0.220832034659344,0.209139741,3.00487,-5.01963,18.2613,9.51063,-1.05,0.52,16.6414,9.69717,11.6854,137.958,2.07094,-0.3,36.5369,0,28.2374,1.31296,2.92333,6.34482,17.3711,18.7431,130.437,7.31932,-12.4749
N_S_WWS_WM_139,0.224896437849475,0.238176178817276,-4.43033,-7.11563,17.5403,-4.96924,0.61,1.12,16.359,-1.85339,27.6449,72.9825,1.58555,-0.3,4.17967,0.5,-13.1998,-17.2335,-24.8251,32.9451,64.2025,21.3981,17.4941,2.62575,-169.139
N_S_WWS_WM_140,0.222970262829015,0.264233185142857,12.633,2.86378,14.3026,-8.03838,1.5,1.22,15.5182,1.06589,48.1842,109.751,-7.42486,0.4,-30.7598,-0.2,58.1043,6.77491,9.21934,36.3853,5.43624,49.411,-19.484,56.7341,87.5564
N_S_WWS_WM_141,0.23884239083149,0.221580331940199,-3.08048,3.14297,-0.602948,18.8463,2.17,1.09,0.903987,2.00937,37.5733,4.7164,3.0374,0.8,-16.5604,0.2,-3.30701,-4.54103,25.5535,8.33893,2.44344,-48.6856,100.599,-3.92932,50.8333
N_S_WWS_WM_142,0.22059654382853,0.244288068903654,13.8783,-7.88364,5.13693,7.34209,-0.21,-1.16,4.54058,-3.02449,-5.9037,66.6108,-9.05113,0.6,-18.9892,0,24.061,-13.6916,-1.95898,-10.7539,67.5769,42.1102,-57.0275,56.7958,32.9668
N_S_WWS_WM_144,0.223517898424477,0.229194741724252,3.87471,-6.05972,-3.58403,-0.855498,1.58,0.18,-6.48285,7.72903,-35.3988,-27.0547,4.09454,0.5,-10.6424,0.4,-18.7878,12.7976,-4.37053,51.3965,85.7814,-19.4952,-31.488,-12.7598,122.871
N_S_WWS_WM_146,0.228314936000925,0.242995362388704,-2.55144,2.06691,-5.99119,-7.19916,2.32,1.55,13.9392,3.29237,32.8137,-69.9979,-2.01186,0.4,27.9241,0.1,55.5993,-17.122,-15.1465,16.4904,88.1854,3.32759,6.70881,6.86803,-61.7087
N_S_WWS_WM_147,0.243371369928697,0.221039232358804,10.3885,-7.85919,16.3721,-9.58829,1.45,0,9.21375,-2.60253,42.8236,21.1247,0.120779,-0.4,31.7414,-0.4,32.3662,-4.33259,-8.85512,-7.34826,70.4007,-19.3371,33.5204,-49.2869,102.234
N_S_WWS_WM_148,0.266737505206354,0.229388933598007,5.87987,7.10137,9.68052,4.85906,-1.67,-0.68,19.2022,-4.52843,-11.1197,41.9435,0.993291,0.7,-23.6146,0.6,-13.83,5.90722,-25.4146,3.49098,73.7437,17.005,59.6911,-35.1178,-180.892
N_S_WWS_WM_149,0.2102663829191,0.2108284709701,5.48757,-4.27259,-4.04946,-11.2819,-1.42,-0.48,-0.376644,1.45601,-3.37328,12.6176,-0.0380798,-0.3,-4.06182,-0.2,-22.5182,-16.7486,-27.8259,-14.1644,72.8536,-2.05553,33.7699,-21.4154,-190.472
N_S_WWS_WM_150,0.238092377460731,0.238263117112957,14.7031,5.83089,8.97893,1.64216,0.25,1.33,8.85235,8.80573,-9.60977,69.475,2.37814,0.7,-11.6541,0.9,10.6465,-7.88592,29.8431,18.5805,-47.0998,-49.2349,-27.3362,18.4438,-2.77782
N_S_WWS_WM_153,0.226425542550326,0.250840052611296,9.14677,12.9197,16.039,-10.7131,-1.11,-0.03,-4.76959,0.847138,8.10467,-66.9677,-6.83131,0.8,16.0171,0.4,-3.91867,-13.8512,11.6486,-3.54409,-29.7137,-12.6902,130.822,86.1164,39.8272
N_S_WWS_WM_155,0.231970081644021,0.261472205139535,3.75117,8.07338,14.9861,-15.5512,2.07,1.41,3.19128,5.7924,-29.0722,144.477,-6.57657,0.2,9.07614,-0.4,41.4211,28.5546,-18.5878,15.3154,-6.98644,27.8993,-28.3519,23.3243,-135.821
N_S_WWS_WM_156,0.21444690223726,0.260216852551495,-1.9263,12.0603,16.6656,17.3574,0.64,-0.1,-9.64564,-3.43828,-35.8156,97.6255,-9.43109,0.4,6.75565,0.5,9.89929,4.3813,29.4178,38.3834,117.914,8.31351,-11.5449,65.6668,-91.073
N_S_WWS_WM_159,0.243733471994003,0.244631591395349,8.2911,4.35156,-4.98976,11.5417,2.1,-0.14,-8.49639,4.22641,6.32423,-24.4732,-14.8608,0.5,-8.59417,0.1,5.069,-10.7396,-23.981,-19.425,27.9977,6.08968,-51.9827,-43.3703,30.0444
N_S_WWS_WM_160,0.252588929217471,0.256780433900332,10.7738,-4.57939,11.6085,-15.383,1.43,0.43,7.62675,8.66377,-45.7607,64.0663,-14.9069,-0.2,-3.12154,0.3,-5.1535,2.70209,-23.4284,37.0708,106.086,10.1514,-35.8993,-53.8721,-117.451
N_S_WWS_WM_161,0.194924380808892,0.256977083036545,6.88572,11.8823,17.6955,3.86368,0.21,1.58,14.3121,4.69484,-46.3118,58.9682,-2.93615,-0.3,-35.9855,0.5,38.0374,0.0750084,-20.8923,15.8399,88.3094,-36.9079,-43.6388,82.7745,2.38855
N_S_WWS_WM_164,0.225118616123867,0.283152216930233,-4.35376,5.96096,-4.76194,-5.94266,0.98,-0.12,7.29332,-1.01411,-40.081,-84.3797,-12.5037,0.2,13.3514,-0.3,11.9368,-18.0053,19.4933,54.138,-10.091,-12.125,10.1537,32.0535,34.1077
N_S_WWS_WM_166,0.27850527016768,0.264178883893688,-3.30674,8.22246,19.1444,13.9859,1.82,-1.04,6.67948,-2.50124,-12.647,-61.0048,-7.1703,0.6,-20.9771,-0.2,15.9694,27.3883,-24.4784,21.3448,99.7152,36.0278,-18.5205,-27.3318,-45.2431
N_S_WWS_WM_168,0.235046086820666,0.240079038099668,-5.22331,6.16382,16.9201,15.0307,1.89,2.32,19.0385,1.63973,-33.1165,33.9258,-12.6495,0.2,5.05902,0.7,17.4,16.4999,-14.095,9.72951,119.482,25.1527,35.2671,-12.4669,-181.206
N_S_WWS_WM_169,0.225821778831492,0.274776825714286,14.8888,10.7689,14.6127,7.23696,-1.51,-0.33,14.5749,0.948831,48.4669,-46.6596,-11.3214,0.8,-33.1943,0.2,-7.60229,-1.86093,25.9499,44.9548,33.9264,14.74,-26.2084,24.1191,115.706
N_S_WWS_WM_170,0.240751097934735,0.255171016578073,-6.86378,11.1875,-5.55715,-2.89642,0.35,-0.91,-7.80238,2.71796,-20.5981,-7.56337,-6.94273,0.5,-14.3851,-0.3,31.3333,-3.93781,29.7656,31.4098,90.0618,36.4558,78.6205,-27.9779,-92.4595
N_S_WWS_WM_171,0.265665395461113,0.231480797820598,9.2592,13.2024,11.719,-17.2308,0.4,1.04,3.92436,9.11155,-39.2776,-36.7446,0.0757825,0,25.1133,-0.2,20.4629,-2.72914,21.676,-21.1825,-4.38928,24.9924,80.7779,-46.5058,134.359
N_S_WWS_WM_172,0.25402488631328,0.244795780833887,-5.2993,-2.65602,17.9732,-0.544374,0.48,-1.64,-2.78322,3.89664,36.7545,63.8911,-14.1424,0.4,-12.3195,0.8,-19.1538,13.2993,21.1606,5.29214,71.6819,23.6697,118.997,-19.5614,-178.088
N_S_WWS_WM_174,0.220008689079642,0.214369637797342,14.3171,0.800555,3.36829,-9.7897,-1.79,-1.27,18.901,5.02336,-29.1622,-78.0554,3.33563,0,-20.0893,0.3,16.3332,4.11563,6.64123,-13.0761,61.2235,-9.7414,41.9973,39.9591,-10.4763
N_S_WWS_WM_175,0.242875864696047,0.239012733990033,5.75453,0.953152,7.73208,-13.1055,0.73,1.08,9.06128,2.46397,40.3959,102.681,-14.9336,0.2,16.2887,0.2,15.2789,-3.02737,-29.1147,-24.5308,80.2135,-46.6826,-39.2846,29.6093,-44.9067
N_S_WWS_WM_177,0.256724957995023,0.26147527272093,-4.13834,12.3258,-0.236769,0.165864,-0.86,2.01,-4.53625,5.22996,-45.9282,76.6626,-10.3163,0.7,-26.9947,0.8,11.8111,14.5492,22.0725,26.3912,1.03962,44.5355,87.7792,-42.7442,122.234
N_S_WWS_WM_178,0.220498358341366,0.239699570707641,1.02742,-0.664165,18.3514,-8.67436,0.49,2.21,18.414,5.16144,23.2228,-23.977,-4.07047,0.3,10.464,0.9,-16.178,-10.4183,-0.0114416,20.2547,126.183,-4.40546,72.5323,49.8403,73.9531
N_S_WWS_WM_180,0.226400152071041,0.263547915451827,10.6488,14.3077,15.2811,16.9873,-0.59,-0.86,7.06062,2.45244,0.706734,129.871,-3.63203,-0.2,13.9177,0.9,12.7885,-1.10552,0.755337,39.2196,79.9992,-11.1429,-2.12396,-48.3214,102.735
N_S_WWS_WM_182,0.262258284895268,0.253180536960133,4.59633,14.9648,12.8723,-12.3967,0.55,0.42,3.44704,-1.97843,-13.4179,-47.4233,3.14941,0.1,3.05163,-0.4,11.6731,0.922133,6.21442,9.79953,106.395,-30.6781,-21.4356,-10.6512,-192.02
N_S_WWS_WM_186,0.200216576568241,0.227081728099668,-6.56367,5.57163,-7.59475,18.9555,0.82,-0.08,1.63999,8.9153,28.9221,54.9436,2.85187,-0.1,4.38743,0.8,14.9939,15.2922,17.4925,53.8305,105.533,41.238,15.1338,60.2739,-22.6824
N_S_WWS_WM_187,0.231468226966737,0.245733363767442,3.63991,3.24959,-2.2383,11.6422,1.38,-1.57,12.9047,-4.35544,28.364,-92.5715,3.43432,-0.3,-37.5716,0.5,-2.31034,11.2253,-2.06747,33.1993,24.1803,-44.2325,129.931,-18.1536,-74.6984
N_S_WWS_WM_189,0.213270797429118,0.252301882,0.927547,5.01659,-2.60367,1.26512,0.74,-1.78,7.78386,3.92401,-45.3066,16.9091,-10.1891,0,-14.4586,0.8,7.79045,2.47609,-1.11511,16.9459,104.721,48.9616,-58.2445,1.23452,-197.504
N_S_WWS_WM_190,0.223574865778245,0.243671041654485,12.5445,-6.76392,0.224627,8.06024,0.7,0.13,13.2143,1.70202,-25.018,-5.67779,-13.9054,0.6,-15.2625,-0.1,-24.5354,0.336808,0.91996,24.5074,21.3104,15.6381,144.461,13.6728,-160.809
N_S_WWS_WM_191,0.237763149201688,0.246791430906977,5.11771,2.4227,11.0998,1.71387,-0.3,0.66,16.9628,0.0644063,-34.5179,143.578,-7.43789,0.7,14.0597,0.2,28.9058,-0.222137,25.304,-18.2463,-58.5285,23.7536,-30.5225,39.244,-13.0334
N_S_WWS_WM_192,0.219510793595157,0.211792202372093,8.97993,-7.57954,-1.0615,-14.9855,2.21,1.49,8.29195,1.55338,-40.9042,25.5345,1.10453,0.1,11.4584,0.6,22.9419,19.6405,3.07641,-22.7019,107.733,38.9867,-29.0416,-2.16728,-20.1866
N_S_WWS_WM_194,0.21101471060523,0.256162640099668,6.17557,10.6631,18.5968,-3.08968,1.34,-0.66,11.2558,5.03655,46.6988,-50.8239,-5.13467,-0.1,12.2714,0,7.1348,11.379,26.8318,51.8572,118.594,15.4316,7.13734,10.4492,-124.93
N_S_WWS_WM_195,0.231301785311263,0.252828167471761,-7.29033,-3.9189,8.57515,-1.38529,0.68,-0.65,-3.55507,4.42964,-14.4631,68.7752,-2.42858,0.8,3.7521,-0.1,37.0012,-18.6203,23.8732,54.4811,-19.1517,-9.99127,45.0383,87.4418,-136.079
N_S_WWS_WM_201,0.221030796926292,0.236120583906977,7.37789,1.43308,3.93348,-6.80876,-1.71,1.41,1.20192,-4.45535,-22.9875,108.99,-13.0214,0,15.586,0.4,-24.0964,11.1949,12.5042,6.3029,88.6777,-49.4812,2.44929,87.1624,49.6413
N_S_WWS_WM_203,0.204947784415568,0.254622266584718,12.4362,12.7479,8.11738,4.2518,0.26,2.36,14.9553,7.5996,-36.6226,124.189,-12.9502,0.5,-35.8701,0.5,2.08997,6.07139,19.6025,42.1837,77.9009,39.4878,78.2033,31.1652,-154.907
N_S_WWS_WM_205,0.235967908949676,0.228545107578073,6.82682,2.90433,2.67267,-16.1107,-0.77,-1.22,-8.41272,-3.59835,44.7212,25.2267,4.97848,0.7,11.0218,0.5,4.24551,6.42725,-20.5436,-11.6597,-28.0778,-2.87503,-21.9435,-5.82487,-97.416
N_S_WWS_WM_206,0.252045988793529,0.238210409352159,3.02235,3.10722,11.143,-3.5264,-0.56,-0.2,-2.72728,-2.48433,-42.7358,-88.1711,-14.7962,0.1,-0.746037,-0.3,56.099,22.6683,23.2846,-13.2991,29.4715,44.9026,76.1914,-31.2261,5.89736
N_S_WWS_WM_209,0.218022614559676,0.244998460066445,12.9212,7.17771,12.6337,2.11372,0.11,-0.42,-4.35615,7.30589,23.0176,-1.40711,-3.48798,0.8,-14.0892,-0.3,45.0656,-7.02795,-4.46149,32.7556,27.2829,-17.3449,-19.8127,78.7151,132.081
N_S_WWS_WM_210,0.229992190061735,0.248567609581395,-6.24734,14.9672,2.73007,-0.954274,0.75,-0.02,-7.68093,3.77551,-10.471,111.729,2.15239,0.1,17.0583,0.3,23.1013,29.2069,-29.5358,10.9229,-47.5779,9.93527,-3.89743,37.8414,73.3081
N_S_WWS_WM_211,0.23660129637958,0.253810735445183,6.33729,-3.39514,12.5088,3.01114,1.03,-1.7,0.213405,8.43238,-2.64319,-26.3253,-12.272,0.7,15.2555,0.2,-1.2304,-7.5417,26.3288,30.8599,73.2367,-44.6663,-3.56137,18.6581,-166.138
N_S_WWS_WM_212,0.222219127144992,0.273104721019934,0.806445,14.5624,-1.3865,-11.9741,1.52,2.49,12.4245,0.737345,35.9163,-16.3425,4.22312,0.1,-13.7675,0.9,7.62867,6.68814,-18.1975,38.5706,40.4591,21.649,4.577,-36.5304,23.0567
N_S_WWS_WM_214,0.228346485882111,0.255243243056478,-2.73459,13.7218,11.479,-6.1504,-0.95,2.34,8.05988,2.4957,-32.9938,-57.8659,-3.40064,0.3,1.45088,-0.1,50.1441,-19.549,12.6884,3.63845,23.1184,-46.0632,39.8811,67.7814,-23.0121
N_S_WWS_WM_215,0.255769948698925,0.226642028634551,7.66194,-4.48591,11.0752,-19.5964,-1.56,0.98,2.56098,0.273084,-27.7507,1.06261,-1.34992,0.7,35.4901,0.7,-12.5838,8.53328,4.31735,6.00291,34.927,-14.3701,60.274,-51.0257,140.564
N_S_WWS_WM_217,0.244110780324751,0.245615109408638,0.473862,4.85202,9.00653,-6.43839,0.62,-0.5,19.4856,9.73358,-24.2439,-39.294,-3.65836,0.8,28.7989,-0.2,2.02057,15.7432,-1.31774,43.1085,104.04,-18.369,115.658,-3.11164,-175.039
N_S_WWS_WM_218,0.220652021009381,0.269522933282392,-2.65062,6.82613,16.3521,14.0672,1.62,1.22,-8.5976,1.32769,-31.9646,-2.5097,-6.45312,-0.4,-27.2199,0.5,-4.85982,12.9191,-28.9444,48.5099,29.9363,-6.81745,-42.9489,20.5198,-58.9729
N_S_WWS_WM_219,0.221360626843296,0.259984503903654,-7.68514,10.373,2.48667,-8.53467,0.28,0.56,-3.41463,7.79617,26.6708,1.65602,-4.00347,0.3,29.9839,-0.2,4.75773,9.75036,1.92608,40.3102,-58.2276,39.1553,-20.2238,55.3214,-165.605
N_S_WWS_WM_220,0.233272687801557,0.237278291966777,4.47543,-2.38872,-6.75451,15.0988,0.13,-0.18,-2.2021,-0.0491714,-41.41,9.56241,-1.33666,0,-27.6258,0.7,42.9248,-4.58128,-28.1605,27.0356,40.278,40.8201,129.655,-51.3397,-185.965
N_S_WWS_WM_222,0.221661811362213,0.248446536654485,6.52494,6.42728,-7.88709,17.8712,1.24,-1.29,8.22972,2.53469,26.7287,37.2739,-14.7701,-0.1,9.82797,0.8,-15.1129,29.9729,0.11858,-22.8289,2.22519,11.4883,33.2896,9.44326,47.7638
N_S_WWS_WM_223,0.231955523578489,0.221928686136213,3.3496,11.2912,-4.40903,19.8848,-0.27,-0.31,18.8502,8.04987,-32.5999,77.3809,-5.40356,0.5,20.6193,0.3,49.3888,-8.07595,14.1323,14.3079,3.79462,39.9454,118.418,-2.96883,-106.507
N_S_WWS_WM_228,0.226789549240059,0.244736879431894,-5.51067,6.60838,7.6418,6.07779,-1.68,2.23,19.1558,9.95368,41.6876,99.4931,-8.20529,-0.2,9.01162,0.1,-3.53813,-13.8866,-3.6302,5.18021,-8.57969,31.6445,-12.0689,42.2978,-101.955
N_S_WWS_WM_229,0.196547017051917,0.224898902199335,5.82777,9.64976,2.69182,-4.76296,0.4,-1.24,3.30627,0.0918085,-21.7918,69.5444,4.35607,-0.3,4.77001,0,53.6377,14.028,-23.1821,-20.0291,25.0402,30.1583,-11.1553,82.1602,-135.208
N_S_WWS_WM_230,0.249026805640671,0.234791505139535,5.16265,3.99311,12.7023,3.08647,0.32,-1.44,-5.47171,5.67173,-46.2154,82.2121,-2.56468,-0.1,-25.4296,-0.2,36.3678,21.1562,22.7259,7.4309,-45.9869,21.977,-50.379,-25.0282,-193.215
N_S_WWS_WM_231,0.232501643402382,0.245768435212624,13.6084,-1.27814,-2.89468,4.13989,1.14,1.89,0.148148,9.44921,-30.4038,85.767,-6.89894,0.1,-10.4153,-0.1,-9.8215,29.7443,-7.39884,29.9492,-36.1534,33.0452,99.6222,-56.5993,-185.266
N_S_WWS_WM_232,0.206245362649414,0.211680311946844,2.95889,0.344745,16.284,-16.9344,0.52,1.4,13.165,7.27373,-5.56808,29.5847,4.02518,0.2,-28.8589,0.7,55.0132,26.4923,10.5551,-13.8606,31.1844,33.8967,1.60328,82.0547,108.933
